0	-0.0310606	0.03
0.0005	0.143382	0.03
0.001	0.313732	0.03
0.0015	0.593128	0.03
0.002	0.71579	0.03
0.0025	0.740008	0.03
0.003	0.842847	0.03
0.0035	0.908141	0.03
0.004	0.969522	0.03
0.0045	1.09606	0.03
0.005	0.93977	0.03
0.0055	0.906563	0.03
0.006	0.71191	0.03
0.0065	0.588723	0.03
0.007	0.524837	0.03
0.0075	0.340102	0.03
0.008	0.113141	0.03
0.0085	-0.114636	0.03
0.009	-0.288278	0.03
0.0095	-0.493948	0.03
0.01	-0.560199	0.03
0.0105	-0.800716	0.03
0.011	-0.78132	0.03
0.0115	-0.942229	0.03
0.012	-1.04219	0.03
0.0125	-0.93431	0.03
0.013	-1.00482	0.03
0.0135	-0.9601	0.03
0.014	-0.765863	0.03
0.0145	-0.720322	0.03
0.015	-0.479631	0.03
0.0155	-0.481408	0.03
0.016	-0.251057	0.03
0.0165	-0.0398844	0.03
0.017	0.0716533	0.03
0.0175	0.211213	0.03
0.018	0.456389	0.03
0.0185	0.631267	0.03
0.019	0.72558	0.03
0.0195	0.845877	0.03
0.02	1.00912	0.03
0.0205	1.06402	0.03
0.021	1.05147	0.03
0.0215	0.900519	0.03
0.022	0.953409	0.03
0.0225	0.770929	0.03
0.023	0.727925	0.03
0.0235	0.608617	0.03
0.024	0.313984	0.03
0.0245	0.231941	0.03
0.025	-0.0814067	0.03
0.0255	-0.256363	0.03
0.026	-0.420918	0.03
0.0265	-0.596816	0.03
0.027	-0.639648	0.03
0.0275	-0.775621	0.03
0.028	-0.827713	0.03
0.0285	-0.911052	0.03
0.029	-0.990345	0.03
0.0295	-0.973953	0.03
0.03	-1.01559	0.03
0.0305	-0.967603	0.03
0.031	-0.845219	0.03
0.0315	-0.685966	0.03
0.032	-0.473558	0.03
0.0325	-0.338651	0.03
0.033	-0.157059	0.03
0.0335	0.00603686	0.03
0.034	0.241334	0.03
0.0345	0.387729	0.03
0.035	0.575133	0.03
0.0355	0.705837	0.03
0.036	0.82378	0.03
0.0365	0.916087	0.03
0.037	1.03745	0.03
0.0375	1.01541	0.03
0.038	0.912753	0.03
0.0385	0.998649	0.03
0.039	0.913315	0.03
0.0395	0.764347	0.03
0.04	0.581602	0.03
0.0405	0.396573	0.03
0.041	0.197729	0.03
0.0415	0.0333124	0.03
0.042	-0.0864548	0.03
0.0425	-0.327881	0.03
0.043	-0.468607	0.03
0.0435	-0.663057	0.03
0.044	-0.834486	0.03
0.0445	-0.853304	0.03
0.045	-0.876628	0.03
0.0455	-0.99958	0.03
0.046	-1.02299	0.03
0.0465	-0.96084	0.03
0.047	-0.967953	0.03
0.0475	-0.830585	0.03
0.048	-0.655049	0.03
0.0485	-0.45881	0.03
0.049	-0.405754	0.03
0.0495	-0.164042	0.03
0.05	-0.0133991	0.03
0.0505	0.13668	0.03
0.051	0.292786	0.03
0.0515	0.511188	0.03
0.052	0.740197	0.03
0.0525	0.749794	0.03
0.053	0.871069	0.03
0.0535	0.978635	0.03
0.054	1.01798	0.03
0.0545	0.925222	0.03
0.055	0.970222	0.03
0.0555	0.802299	0.03
0.056	0.753614	0.03
0.0565	0.69799	0.03
0.057	0.529132	0.03
0.0575	0.25585	0.03
0.058	0.0882393	0.03
0.0585	-0.134379	0.03
0.059	-0.192381	0.03
0.0595	-0.369252	0.03
0.06	-0.493292	0.03
0.0605	-0.654021	0.03
0.061	-0.870648	0.03
0.0615	-0.859304	0.03
0.062	-0.973638	0.03
0.0625	-1.06405	0.03
0.063	-1.00445	0.03
0.0635	-0.869034	0.03
0.064	-0.912352	0.03
0.0645	-0.770632	0.03
0.065	-0.532837	0.03
0.0655	-0.358152	0.03
0.066	-0.203986	0.03
0.0665	-0.051954	0.03
0.067	0.149897	0.03
0.0675	0.32593	0.03
0.068	0.446875	0.03
0.0685	0.70599	0.03
0.069	0.82378	0.03
0.0695	0.811136	0.03
0.07	0.890677	0.03
0.0705	0.998114	0.03
0.071	0.998986	0.03
0.0715	0.980443	0.03
0.072	0.829546	0.03
0.0725	0.845621	0.03
0.073	0.676649	0.03
0.0735	0.518182	0.03
0.074	0.430982	0.03
0.0745	0.270401	0.03
0.075	0.0493563	0.03
0.0755	-0.130472	0.03
0.076	-0.419819	0.03
0.0765	-0.562357	0.03
0.077	-0.66391	0.03
0.0775	-0.748642	0.03
0.078	-0.953109	0.03
0.0785	-0.900327	0.03
0.079	-1.0487	0.03
0.0795	-0.920949	0.03
0.08	-0.99597	0.03
0.0805	-0.798704	0.03
0.081	-0.744522	0.03
0.0815	-0.686544	0.03
0.082	-0.448219	0.03
0.0825	-0.218376	0.03
0.083	-0.108488	0.03
0.0835	0.0344055	0.03
0.084	0.297278	0.03
0.0845	0.451903	0.03
0.085	0.60972	0.03
0.0855	0.803699	0.03
0.086	0.934736	0.03
0.0865	0.877605	0.03
0.087	0.976348	0.03
0.0875	1.00209	0.03
0.088	1.02146	0.03
0.0885	0.963147	0.03
0.089	0.795445	0.03
0.0895	0.785793	0.03
0.09	0.521917	0.03
0.0905	0.415795	0.03
0.091	0.248074	0.03
0.0915	0.0426352	0.03
0.092	-0.106551	0.03
0.0925	-0.308204	0.03
0.093	-0.505177	0.03
0.0935	-0.574212	0.03
0.094	-0.809549	0.03
0.0945	-0.836425	0.03
0.095	-1.02011	0.03
0.0955	-1.05998	0.03
0.096	-0.982856	0.03
0.0965	-0.910483	0.03
0.097	-0.89998	0.03
0.0975	-0.875016	0.03
0.098	-0.696666	0.03
0.0985	-0.526343	0.03
0.099	-0.306414	0.03
0.0995	-0.207806	0.03
