0	1.91019	1
0.0005	-2.2721	1
0.001	0.919789	1
0.0015	0.28853	1
0.002	-0.0785123	1
0.0025	0.76404	1
0.003	-3.25948	1
0.0035	-0.20443	1
0.004	1.6204	1
0.0045	1.44719	1
0.005	1.49824	1
0.0055	0.258048	1
0.006	0.275679	1
0.0065	-0.242081	1
0.007	-0.681081	1
0.0075	-0.451551	1
0.008	1.84472	1
0.0085	0.521015	1
0.009	-0.239916	1
0.0095	-0.821068	1
0.01	-0.705548	1
0.0105	0.99959	1
0.011	0.797836	1
0.0115	-0.422523	1
0.012	-1.09609	1
0.0125	0.700232	1
0.013	-2.18729	1
0.0135	-0.82628	1
0.014	0.624963	1
0.0145	0.10514	1
0.015	0.482598	1
0.0155	-0.484331	1
0.016	1.24104	1
0.0165	0.877016	1
0.017	3.18587	1
0.0175	0.272667	1
0.018	1.54412	1
0.0185	2.17358	1
0.019	-0.00612066	1
0.0195	0.360448	1
0.02	0.604742	1
0.0205	-0.166559	1
0.021	2.24202	1
0.0215	-0.218114	1
0.022	0.629423	1
0.0225	0.978549	1
0.023	2.59584	1
0.0235	0.307345	1
0.024	0.925159	1
0.0245	2.69437	1
0.025	2.13292	1
0.0255	2.52599	1
0.026	2.95153	1
0.0265	3.0233	1
0.027	2.80468	1
0.0275	1.71385	1
0.028	5.3554	1
0.0285	5.76923	1
0.029	4.11518	1
0.0295	2.5285	1
0.03	5.01284	1
0.0305	7.1105	1
0.031	4.01431	1
0.0315	4.99643	1
0.032	8.23391	1
0.0325	9.03911	1
0.033	8.71673	1
0.0335	11.1043	1
0.034	10.8759	1
0.0345	11.1935	1
0.035	11.3169	1
0.0355	15.6385	1
0.036	14.3911	1
0.0365	16.797	1
0.037	17.4251	1
0.0375	16.5351	1
0.038	18.8182	1
0.0385	19.5275	1
0.039	21.6608	1
0.0395	21.0663	1
0.04	24.2273	1
0.0405	26.7256	1
0.041	26.8805	1
0.0415	28.352	1
0.042	27.6433	1
0.0425	28.5988	1
0.043	30.4832	1
0.0435	30.7862	1
0.044	34.4657	1
0.0445	35.8689	1
0.045	35.9518	1
0.0455	36.4141	1
0.046	37.4228	1
0.0465	37.348	1
0.047	38.678	1
0.0475	37.8104	1
0.048	37.715	1
0.0485	38.4907	1
0.049	40.8681	1
0.0495	40.8556	1
0.05	40.2601	1
0.0505	38.4248	1
0.051	39.8719	1
0.0515	39.766	1
0.052	38.8837	1
0.0525	39.5661	1
0.053	37.5141	1
0.0535	37.1332	1
0.054	36.2938	1
0.0545	37.1456	1
0.055	36.4356	1
0.0555	33.4352	1
0.056	33.7324	1
0.0565	31.2773	1
0.057	32.5685	1
0.0575	28.9356	1
0.058	27.4096	1
0.0585	28.5983	1
0.059	25.3692	1
0.0595	25.3929	1
0.06	23.6737	1
0.0605	23.4484	1
0.061	22.4147	1
0.0615	21.2293	1
0.062	18.8007	1
0.0625	17.7086	1
0.063	18.7533	1
0.0635	15.4737	1
0.064	16.8035	1
0.0645	14.1511	1
0.065	13.8749	1
0.0655	13.1676	1
0.066	11.4267	1
0.0665	10.5452	1
0.067	10.5816	1
0.0675	8.45811	1
0.068	9.31748	1
0.0685	6.5199	1
0.069	6.64244	1
0.0695	5.93662	1
0.07	7.47629	1
0.0705	5.70638	1
0.071	6.34348	1
0.0715	4.3344	1
0.072	2.89922	1
0.0725	3.17343	1
0.073	2.88113	1
0.0735	2.96628	1
0.074	2.30217	1
0.0745	3.40452	1
0.075	2.87048	1
0.0755	2.78372	1
0.076	1.69672	1
0.0765	1.37424	1
0.077	0.521043	1
0.0775	0.207847	1
0.078	-0.251857	1
0.0785	-0.578339	1
0.079	-0.576284	1
0.0795	0.279364	1
0.08	-1.14571	1
0.0805	-0.315628	1
0.081	-0.906975	1
0.0815	0.688076	1
0.082	-0.1895	1
0.0825	1.60172	1
0.083	0.217848	1
0.0835	0.689254	1
0.084	0.616263	1
0.0845	0.206076	1
0.085	0.00760283	1
0.0855	0.138215	1
0.086	2.10547	1
0.0865	-0.247864	1
0.087	-0.0377915	1
0.0875	0.641601	1
0.088	-0.13197	1
0.0885	0.763422	1
0.089	-1.16294	1
0.0895	-0.191731	1
0.09	-0.72404	1
0.0905	0.917388	1
0.091	-0.887849	1
0.0915	-1.29078	1
0.092	0.637165	1
0.0925	0.824297	1
0.093	0.0979461	1
0.0935	-1.82712	1
0.094	0.469341	1
0.0945	-0.771891	1
0.095	-1.72653	1
0.0955	1.56249	1
0.096	-0.930297	1
0.0965	1.30198	1
0.097	-1.22548	1
0.0975	0.63669	1
0.098	-1.05444	1
0.0985	1.03695	1
0.099	0.181298	1
0.0995	0.488361	1
